household_email	power_number	energy_source	kilowatt_hours	battery
nnayar@scotfind.com	1	solar	136	
nnayar@scotfind.com	2	solar	21	14
npagliuca@labdrill.com	1	wind-turbine	17	36
npagliuca@zumgoity.com	1	solar	50	47
npagliuca@zumgoity.com	2	wind-turbine	61	15
npaskin@codehow.com	1	solar	21	
npatak@opentech.com	1	solar	36	35
npatak@opentech.com	2	solar	65	37
npaulas@plexzap.com	1	solar	78	
nraymo@zotware.com	1	wind-turbine	17	17
nrentfro@codehow.com	1	solar	89	31
nrhoden@codehow.com	1	solar	104	13
nriopelle@scottech.com	1	solar	36	45
nrochin@zencorporation.com	1	solar	64	22
nrodenberger@isdom.com	1	wind-turbine	79	26
nspickerman@xx-zobam.com	1	solar	95	99
nstuer@statholdings.com	1	solar	57	
nsuell@betasoloin.com	1	solar	16	17
nsuffield@sunnamplex.com	1	solar	43	
nswayze@zoomit.com	1	solar	60	20
nthreets@xx-holding.com	1	solar	160	20
ntromblay@mathtouch.com	1	solar	41	24
nturinetti@goodsilron.com	1	solar	44	19
nventura@rantouch.com	1	solar	229	90
nvinning@bioplex.com	1	solar	61	17
nweight@stanredtax.com	1	solar	69	
nwenner@xx-holding.com	1	solar	104	50
nwolfgramm@betasoloin.com	1	solar	50	22
nzane@year-job.com	1	solar	93	29
nzepp@stanredtax.com	1	solar	184	81
obrideau@j-texon.com	1	wind-turbine	143	85
ocandlish@donware.com	1	solar	134	33
oemigh@bioholding.com	1	solar	46	17
ofrey@kan-code.com	1	solar	116	11
ojeanty@zotware.com	1	solar	56	29
olapage@donware.com	1	wind-turbine	55	28
omatuszak@dambase.com	1	solar	122	
omaynerich@konex.com	1	solar	103	18
opaa@codehow.com	1	solar	65	31
opadilla@y-corporation.com	1	solar	43	38
oparvis@dontechi.com	1	wind-turbine	101	27
oparvis@dontechi.com	2	solar	144	13
otollner@openlane.com	1	solar	59	16
owalthall@condax.com	1	solar	72	18
oweglarz@green-plus.com	1	solar	73	24
oweirather@plexzap.com	1	solar	111	78
pbaltimore@openlane.com	1	solar	20	
pbarfield@dalttechnology.com	1	solar	48	
pbriddick@nam-zim.com	1	solar	117	29
pbrossart@rundofase.com	1	solar	68	47
pchesterfield@konex.com	1	solar	158	
pdewar@y-corporation.com	1	solar	16	14
pduenas@nam-zim.com	1	solar	46	
peschberger@xx-zobam.com	1	wind-turbine	64	13
pferencz@finhigh.com	1	solar	34	39
pfunnell@donware.com	1	wind-turbine	116	86
pgellinger@plexzap.com	1	solar	83	69
phughey@labdrill.com	1	wind-turbine	33	13
phusser@betatech.com	1	solar	117	26
phusser@donware.com	1	solar	24	29
pkiel@conecom.com	1	solar	53	35
pkippley@conecom.com	1	wind-turbine	79	37
pknipp@golddex.com	1	solar	15	13
pknipp@golddex.com	2	solar	15	
place@donquadtech.com	1	solar	43	22
place@donquadtech.com	2	solar	89	
platzke@statholdings.com	1	solar	54	17
playous@j-texon.com	1	solar	24	
pmcrae@ganjaflex.com	1	solar	23	
pmeisel@domzoom.com	1	solar	71	52
pmiro@warephase.com	1	solar	22	15
pmotley@kan-code.com	1	solar	126	
pnachor@golddex.com	1	solar	178	
pnunlee@iselectrics.com	1	solar	99	
poles@bioplex.com	1	solar	106	21
ponofrio@newex.com	1	solar	32	14
ponofrio@newex.com	2	solar	97	40
postrosky@openlane.com	1	solar	68	56
ppalaspas@toughzap.com	1	solar	43	44
ppoullion@treequote.com	1	wind-turbine	177	54
prhymes@j-texon.com	1	solar	185	41
priden@betatech.com	1	solar	91	22
priopelle@konex.com	1	solar	24	16
psaras@yearin.com	1	solar	111	33
psaylors@nam-zim.com	1	solar	112	97
ptawil@plusstrip.com	1	solar	55	
pventura@opentech.com	1	solar	24	27
pzepp@sumace.com	1	solar	207	84
pzurcher@faxquote.com	1	solar	71	
pzurcher@faxquote.com	2	solar	120	27
qbayless@finjob.com	1	solar	23	
qbuzick@plussunin.com	1	solar	114	18
qcoyier@sonron.com	1	solar	43	
qfoller@konmatfix.com	1	solar	260	17
qgobern@openlane.com	1	solar	86	15
qkohnert@iselectrics.com	1	solar	68	
qmclaird@zumgoity.com	1	solar	93	28
qoles@fasehatice.com	1	solar	18	27
qpaskin@bioplex.com	1	solar	122	33
qsawchuk@rangreen.com	1	solar	73	
qshinko@streethex.com	1	solar	83	16
racuff@rantouch.com	1	solar	159	115
rankeny@doncon.com	1	solar	71	
rauber@konex.com	1	solar	32	17
rbaltimore@treequote.com	1	wind-turbine	45	19
rbatman@rangreen.com	1	solar	84	34
rbennick@warephase.com	1	solar	78	
rberray@sonron.com	1	solar	127	34
rblackwood@codehow.com	1	solar	98	21
rblackwood@domzoom.com	1	solar	125	
rbookamer@labdrill.com	1	solar	73	41
rbreland@xx-zobam.com	1	solar	73	32
rbrucato@streethex.com	1	solar	16	19
rbubash@stanredtax.com	1	solar	72	34
rcallaro@donware.com	1	solar	84	44
rcantres@sumace.com	1	solar	73	23
rcantres@sumace.com	2	solar	82	40
rcentini@cancity.com	1	solar	45	
rchickering@rantouch.com	1	wind-turbine	97	32
rchui@xx-holding.com	1	wind-turbine	105	132
rcloney@rangreen.com	1	solar	19	24
rcloney@sunnamplex.com	1	wind-turbine	85	18
rcolla@bioholding.com	1	solar	175	72
rcoody@year-job.com	1	solar	67	
rcoody@year-job.com	2	solar	107	34
rcorbley@zoomit.com	1	solar	32	36
rcronauer@ontomedia.com	1	solar	22	19
rdallen@doncon.com	1	solar	50	83
rdallen@silis.com	1	solar	42	13
rdegroot@streethex.com	1	solar	62	32
rdegroot@streethex.com	2	solar	113	18
rdevreese@codehow.com	1	solar	74	56
rdewar@stanredtax.com	1	solar	84	
rdilello@domzoom.com	1	solar	93	29
rdorshorst@nam-zim.com	1	solar	81	
rdubaldi@groovestreet.com	1	wind-turbine	127	
remigh@dambase.com	1	solar	92	
rfallick@rangreen.com	1	solar	100	52
rfelger@ganjaflex.com	1	solar	40	69
rfillingim@dontechi.com	1	solar	90	
rfritz@fasehatice.com	1	solar	99	87
rgato@cancity.com	1	solar	48	30
rgobern@bioholding.com	1	wind-turbine	133	13
rgudroe@goodsilron.com	1	solar	125	25
rharabedian@newex.com	1	solar	95	19
rharabedian@newex.com	2	solar	21	35
rhixenbaugh@konmatfix.com	1	wind-turbine	71	
rhoa@kan-code.com	1	wind-turbine	72	
rhochard@ron-tech.com	1	solar	121	97
rhoffis@cancity.com	1	solar	79	45
rhusser@streethex.com	1	wind-turbine	76	118
risenhower@hottechi.com	1	solar	86	10
riturbide@newex.com	1	solar	206	88
rjeanty@sonron.com	1	solar	52	30
rjillson@groovestreet.com	1	solar	22	66
rkampa@year-job.com	1	solar	121	33
rkeneipp@zoomit.com	1	solar	67	48
rkippley@stanredtax.com	1	solar	18	32
rkippley@sumace.com	1	solar	43	45
rklang@doncon.com	1	solar	22	26
rklimek@gogozoom.com	1	wind-turbine	61	34
rklusman@rangreen.com	1	solar	90	17
rkohnert@ron-tech.com	1	solar	84	15
rkoppinger@inity.com	1	solar	158	51
rkulzer@plexzap.com	1	solar	124	
rlawler@groovestreet.com	1	solar	24	16
rleinenbach@ontomedia.com	1	solar	68	
rlizama@year-job.com	1	solar	91	
rmadarang@betatech.com	1	solar	18	29
rmadarang@y-corporation.com	1	solar	24	111
rmaile@singletechno.com	1	solar	39	
rmalet@zoomit.com	1	solar	36	
rmarrier@treequote.com	1	solar	126	53
rmartabano@blackzim.com	1	solar	106	
rmclaird@kan-code.com	1	solar	24	
rmeinerding@y-corporation.com	1	solar	68	13
rmiro@plusstrip.com	1	solar	16	18
rmiro@plusstrip.com	2	solar	49	
rmonarrez@fasehatice.com	1	solar	82	25
rmotley@ontomedia.com	1	solar	66	18
rmugnolo@blackzim.com	1	solar	67	10
rnabours@rantouch.com	1	solar	208	86
rnestle@isdom.com	1	solar	106	29
rnicka@singletechno.com	1	solar	64	24
rohms@stanredtax.com	1	solar	119	
roles@funholding.com	1	solar	53	22
rostolaza@inity.com	1	wind-turbine	78	38
rpalaia@hottechi.com	1	solar	72	46
rpawlowicz@j-texon.com	1	solar	21	16
rpedrozo@statholdings.com	1	solar	102	13
rplumer@plexzap.com	1	wind-turbine	69	39
rpolidori@donware.com	1	solar	179	26
rpontoriero@codehow.com	1	solar	69	13
rreiber@betatech.com	1	solar	131	62
rrodefer@labdrill.com	1	solar	94	26
rrodefer@treequote.com	1	solar	20	27
rrowling@statholdings.com	1	solar	25	25
rrulapaugh@nam-zim.com	1	solar	138	19
rryser@hatfan.com	1	solar	19	16
rsahagun@doncon.com	1	solar	85	31
rschieler@hottechi.com	1	wind-turbine	51	12
rschieler@hottechi.com	2	solar	154	
rschmaltz@scottech.com	1	wind-turbine	15	13
rseewald@hottechi.com	1	solar	64	35
rshadrick@xx-holding.com	1	solar	19	
rshadrick@xx-holding.com	2	solar	115	35
rskursky@donware.com	1	solar	162	
rskursky@donware.com	2	wind-turbine	74	26
rskursky@donware.com	3	solar	95	34
rstaback@donware.com	1	solar	19	12
rstrassner@konex.com	1	solar	65	39
rstuer@bioplex.com	1	solar	218	
rsuell@green-plus.com	1	solar	112	18
rtillotson@openlane.com	1	solar	65	29
rtoelkes@donware.com	1	solar	21	
rtoelkes@donware.com	2	solar	81	33
rtoelkes@konmatfix.com	1	solar	101	18
rtollner@ron-tech.com	1	solar	33	40
rwardrip@lexiqvolax.com	1	solar	47	87
rweglarz@silis.com	1	solar	126	
rwenzinger@scotfind.com	1	wind-turbine	52	
rwolny@betasoloin.com	1	wind-turbine	119	
ryaw@zumgoity.com	1	solar	50	
rzepp@openlane.com	1	solar	207	101
sacuff@zoomit.com	1	solar	23	15
sacuff@zoomit.com	2	solar	79	26
sadkin@green-plus.com	1	solar	56	
saquas@finjob.com	1	solar	82	22
saquas@groovestreet.com	1	solar	35	74
sasar@betatech.com	1	solar	50	39
sasar@betatech.com	2	solar	168	
sasar@domzoom.com	1	solar	38	23
sasar@domzoom.com	2	solar	20	52
sauber@finhigh.com	1	wind-turbine	24	33
sauffrey@isdom.com	1	solar	62	
sbarfield@sunnamplex.com	1	solar	85	13
sbeech@faxquote.com	1	wind-turbine	68	41
sbeech@ron-tech.com	1	solar	26	33
sbennick@green-plus.com	1	solar	71	
sbiddy@openlane.com	1	solar	42	
sbiddy@silis.com	1	solar	33	70
sbirkner@ontomedia.com	1	solar	23	
sbirkner@stanredtax.com	1	wind-turbine	50	
sbolognia@kinnamplus.com	1	solar	20	65
sbookamer@y-corporation.com	1	solar	51	
sboulter@openlane.com	1	solar	157	
sboulter@openlane.com	2	solar	93	
sbriddick@condax.com	1	solar	17	
sbrossart@kinnamplus.com	1	wind-turbine	20	29
sbruschke@singletechno.com	1	solar	54	
sbuzick@toughzap.com	1	solar	63	37
scartan@zathunicon.com	1	solar	55	17
scastros@ron-tech.com	1	solar	95	
schaffins@xx-holding.com	1	solar	74	
schaffins@xx-holding.com	2	solar	19	
schesterfield@blackzim.com	1	solar	61	
schui@zotware.com	1	solar	92	
scoody@gogozoom.com	1	solar	60	
scryer@donware.com	1	wind-turbine	22	47
sdeleo@hatfan.com	1	solar	53	10
sdeleo@plexzap.com	1	wind-turbine	34	17
sdewar@kan-code.com	1	wind-turbine	128	12
sdiestel@condax.com	1	solar	31	
sdiestel@openlane.com	1	solar	85	32
sdinos@toughzap.com	1	solar	114	
sdinos@toughzap.com	2	solar	103	
sehmann@inity.com	1	solar	111	28
sengelberg@hatfan.com	1	solar	17	59
sennaco@golddex.com	1	wind-turbine	65	40
seschberger@scotfind.com	1	solar	86	
seschberger@scotfind.com	2	wind-turbine	52	
sfallick@bioholding.com	1	wind-turbine	75	18
sfern@bioplex.com	1	wind-turbine	73	16
sfern@bioplex.com	2	solar	15	26
sfigeroa@donquadtech.com	1	wind-turbine	73	23
sfigeroa@xx-zobam.com	1	solar	118	49
sfredicks@ontomedia.com	1	solar	17	
sfunnell@ganjaflex.com	1	solar	21	32
sgabisi@rundofase.com	1	solar	53	32
sgiguere@bioplex.com	1	solar	176	82
sgillian@goodsilron.com	1	wind-turbine	54	42
sgotter@rangreen.com	1	solar	22	
shanafan@donware.com	1	solar	55	25
shauenstein@plussunin.com	1	solar	45	
shaufler@finjob.com	1	solar	18	31
sheintzman@stanredtax.com	1	solar	76	
sisaacs@plexzap.com	1	solar	33	29
sisenhower@newex.com	1	solar	29	
sjillson@codehow.com	1	wind-turbine	20	16
sjurney@condax.com	1	solar	56	50
skalafatis@finjob.com	1	solar	51	33
skalafatis@statholdings.com	1	solar	54	39
skampa@streethex.com	1	solar	63	28
skampa@streethex.com	2	solar	67	33
skarpin@labdrill.com	1	solar	73	
skeener@plexzap.com	1	solar	72	69
skeetch@zencorporation.com	1	solar	76	95
skeneipp@labdrill.com	1	solar	60	53
skiel@plusstrip.com	1	solar	148	13
skiel@scotfind.com	1	solar	30	33
skitzman@dambase.com	1	solar	77	29
skitzman@faxquote.com	1	solar	20	103
sklang@statholdings.com	1	solar	30	77
sklusman@cancity.com	1	solar	189	22
skohnert@betatech.com	1	solar	21	
skolmetz@labdrill.com	1	solar	76	29
skonopacki@domzoom.com	1	solar	134	40
skoppinger@hatfan.com	1	solar	34	40
slacovara@goodsilron.com	1	solar	60	94
slapage@domzoom.com	1	wind-turbine	89	23
slapage@domzoom.com	2	solar	69	26
slapage@kan-code.com	1	solar	52	30
slipkin@sunnamplex.com	1	solar	37	13
sliukko@mathtouch.com	1	solar	50	31
sloader@goodsilron.com	1	solar	16	
slukasik@codehow.com	1	solar	48	24
smalet@domzoom.com	1	solar	224	57
smalet@konex.com	1	solar	140	
smanno@konex.com	1	solar	34	
smaynerich@rundofase.com	1	solar	45	12
smaynerich@y-corporation.com	1	solar	48	24
smaynerich@y-corporation.com	2	solar	15	13
smcnease@stanredtax.com	1	solar	39	42
smconnell@year-job.com	1	solar	75	26
smerced@codehow.com	1	solar	19	
smerced@hatfan.com	1	solar	15	21
smirafuentes@faxquote.com	1	solar	175	83
smiro@betatech.com	1	solar	125	80
smiro@konex.com	1	solar	118	117
smorocco@rangreen.com	1	solar	42	12
smotley@groovestreet.com	1	wind-turbine	40	15
snestle@plusstrip.com	1	solar	79	20
snewville@hatfan.com	1	solar	123	29
snievas@yearin.com	1	wind-turbine	53	77
spaa@zencorporation.com	1	solar	48	30
spalaia@konex.com	1	wind-turbine	19	25
spalaspas@sumace.com	1	solar	171	25
spaprocki@ron-tech.com	1	solar	209	
sparvis@rantouch.com	1	solar	214	118
spaskin@newex.com	1	solar	59	
spaulas@dontechi.com	1	solar	110	42
sperez@konex.com	1	solar	21	
sperin@ganjaflex.com	1	solar	19	
sperin@rantouch.com	1	solar	91	102
spinilla@finhigh.com	1	wind-turbine	46	15
spoullion@scottech.com	1	solar	108	35
sragel@year-job.com	1	solar	23	
sreiber@codehow.com	1	solar	68	24
srhymes@iselectrics.com	1	solar	72	
sriopelle@plexzap.com	1	wind-turbine	99	15
ssahagun@dontechi.com	1	solar	35	15
ssahagun@labdrill.com	1	solar	93	38
ssahagun@labdrill.com	2	solar	71	30
ssama@groovestreet.com	1	solar	67	29
ssama@groovestreet.com	2	solar	116	
ssama@konmatfix.com	1	solar	58	
ssamu@domzoom.com	1	solar	47	13
ssarbacher@kinnamplus.com	1	wind-turbine	160	43
ssayaphon@donware.com	1	wind-turbine	82	
sschemmer@ontomedia.com	1	solar	46	28
sschieler@dambase.com	1	wind-turbine	29	24
sschieler@gogozoom.com	1	solar	101	
sscipione@j-texon.com	1	solar	160	31
sshadrick@dontechi.com	1	solar	22	32
sshadrick@dontechi.com	2	solar	49	
sshealy@green-plus.com	1	solar	134	24
sshields@dontechi.com	1	solar	164	12
sslayton@singletechno.com	1	solar	17	27
sslayton@singletechno.com	2	solar	102	14
sslayton@singletechno.com	3	wind-turbine	50	16
sslusarski@inity.com	1	wind-turbine	35	
sslusarski@inity.com	2	solar	33	
ssmith@green-plus.com	1	solar	78	
ssteier@fasehatice.com	1	solar	83	
ssteier@gogozoom.com	1	solar	124	21
ssteier@warephase.com	1	solar	39	19
sstimmel@labdrill.com	1	solar	54	24
sstoltzman@sunnamplex.com	1	solar	22	67
sstorment@iselectrics.com	1	solar	23	30
ssturiale@yearin.com	1	solar	151	57
ssuffield@sunnamplex.com	1	solar	128	83
ssweely@scottech.com	1	solar	95	30
ssyrop@kinnamplus.com	1	solar	15	
stheodorov@sumace.com	1	solar	125	
sthreets@nam-zim.com	1	wind-turbine	17	16
sthyberg@plussunin.com	1	solar	66	16
sthyberg@plussunin.com	2	wind-turbine	57	
streston@hottechi.com	1	solar	166	44
sturinetti@isdom.com	1	solar	22	17
supthegrove@dontechi.com	1	solar	63	
suyetake@xx-zobam.com	1	solar	119	
svanausdal@rangreen.com	1	solar	15	
svocelka@plusstrip.com	1	solar	169	103
swaymire@bioholding.com	1	solar	27	33
sweglarz@singletechno.com	1	solar	18	61
swesterbeck@streethex.com	1	wind-turbine	23	52
swhobrey@yearin.com	1	solar	23	15
swide@plexzap.com	1	solar	68	
swide@plexzap.com	2	solar	58	26
sworlds@singletechno.com	1	solar	16	33
szurcher@finhigh.com	1	wind-turbine	21	82
tabdallah@dontechi.com	1	wind-turbine	35	
tahle@iselectrics.com	1	wind-turbine	88	
tahle@ontomedia.com	1	solar	117	22
talbares@golddex.com	1	solar	20	
talbares@golddex.com	2	solar	95	
tasar@golddex.com	1	solar	46	
tauffrey@nam-zim.com	1	solar	159	97
tbayless@year-job.com	1	solar	45	
tbayless@year-job.com	2	solar	115	15
tbevelacqua@betatech.com	1	solar	113	42
tblunk@zencorporation.com	1	solar	33	
tbolognia@singletechno.com	1	solar	18	36
tbolognia@singletechno.com	2	solar	92	
tbookamer@labdrill.com	1	solar	42	24
tbookamer@plexzap.com	1	solar	73	
tborgman@finhigh.com	1	solar	81	
tborgman@finhigh.com	2	solar	30	11
tbrideau@newex.com	1	solar	52	
tbrideau@newex.com	2	solar	67	
tbuemi@green-plus.com	1	solar	82	44
tbuvens@dalttechnology.com	1	solar	44	25
tbuvens@dalttechnology.com	2	solar	45	48
tbuvens@sumace.com	1	solar	16	42
tcaudy@openlane.com	1	wind-turbine	93	22
tchavous@iselectrics.com	1	solar	145	
tcomnick@toughzap.com	1	solar	90	11
tcorbley@y-corporation.com	1	solar	51	
tcorrington@bioplex.com	1	solar	93	
tcrupi@yearin.com	1	solar	110	58
tdaufeldt@rundofase.com	1	solar	48	17
tdaufeldt@rundofase.com	2	solar	55	21
tdhamer@y-corporation.com	1	solar	85	
tdhamer@y-corporation.com	2	solar	26	
tdickerson@zencorporation.com	1	solar	17	
tdiscipio@domzoom.com	1	solar	98	
tdubaldi@donquadtech.com	1	solar	65	18
temigh@lexiqvolax.com	1	wind-turbine	57	22
tengelberg@xx-holding.com	1	wind-turbine	109	52
teschberger@lexiqvolax.com	1	solar	113	
tfelger@bioplex.com	1	solar	99	80
tfern@funholding.com	1	solar	77	18
tfern@kan-code.com	1	solar	121	28
tferrario@opentech.com	1	solar	24	91
tflister@conecom.com	1	solar	79	25
tgrenet@warephase.com	1	solar	40	
thalsey@inity.com	1	solar	44	11
thalter@betasoloin.com	1	solar	92	30
thalter@betasoloin.com	2	solar	20	30
thughey@bioplex.com	1	solar	98	
tjurney@condax.com	1	solar	32	19
tjuvera@bioplex.com	1	solar	114	
tkardas@hottechi.com	1	solar	23	29
tkeener@sumace.com	1	solar	70	40
tkeneipp@sumace.com	1	solar	133	57
tklang@green-plus.com	1	solar	37	25
tkoppinger@kan-code.com	1	solar	92	20
tlabreche@sunnamplex.com	1	solar	41	13
tlace@donware.com	1	solar	26	31
tlayous@cancity.com	1	solar	132	15
tlietz@lexiqvolax.com	1	solar	43	12
tlindall@ganjaflex.com	1	solar	60	33
tlouissant@fasehatice.com	1	solar	118	
tlungren@cancity.com	1	solar	332	90
tmai@j-texon.com	1	wind-turbine	60	
tmalvin@yearin.com	1	solar	23	
tmalvin@yearin.com	2	wind-turbine	46	13
tmauson@bioholding.com	1	solar	72	22
tmaybury@golddex.com	1	solar	139	15
tmconnell@lexiqvolax.com	1	solar	25	54
tmcrae@rangreen.com	1	solar	135	10
tmodzelewski@betasoloin.com	1	solar	56	32
tmorocco@xx-holding.com	1	solar	110	37
tmoyd@conecom.com	1	wind-turbine	72	
tmoyd@silis.com	1	wind-turbine	97	
tnewville@j-texon.com	1	solar	113	96
tohms@treequote.com	1	solar	131	49
toles@y-corporation.com	1	solar	115	26
tostrosky@fasehatice.com	1	solar	70	13
tostrosky@singletechno.com	1	wind-turbine	89	
tpalaspas@plexzap.com	1	solar	15	
tpalaspas@statholdings.com	1	solar	51	25
tpapasergi@plusstrip.com	1	solar	89	165
tpaprocki@konmatfix.com	1	solar	86	31
tpaulas@rantouch.com	1	solar	111	23
tperin@cancity.com	1	solar	32	
tpinilla@dambase.com	1	solar	84	
tpoquette@scottech.com	1	solar	50	
trentfro@streethex.com	1	solar	114	19
trodefer@ontomedia.com	1	wind-turbine	45	
trodeigues@cancity.com	1	solar	83	49
trodenberger@openlane.com	1	solar	100	
troyster@funholding.com	1	wind-turbine	25	13
tsaras@betasoloin.com	1	solar	114	26
tsaulter@conecom.com	1	solar	36	
tschirpke@sonron.com	1	solar	103	26
tschmierer@warephase.com	1	solar	23	
tsengbusch@fasehatice.com	1	solar	16	
tsilvestrini@sonron.com	1	solar	58	
tsimilton@fasehatice.com	1	solar	59	
tslusarski@plusstrip.com	1	solar	77	19
tsteffensmeier@silis.com	1	solar	98	
tsteffensmeier@silis.com	2	solar	20	
tsteffensmeier@sumace.com	1	solar	68	19
tsteffensmeier@sumace.com	2	solar	71	34
tstem@sunnamplex.com	1	solar	137	
tstimmel@newex.com	1	solar	21	108
tsweely@betasoloin.com	1	solar	50	33
tsweigard@codehow.com	1	solar	35	53
tsweigard@scottech.com	1	solar	39	77
tsweigard@zumgoity.com	1	solar	90	10
ttagala@iselectrics.com	1	solar	88	
ttegarden@doncon.com	1	solar	127	35
tthyberg@scottech.com	1	solar	33	28
tthyberg@scottech.com	2	solar	17	
ttimenez@mathtouch.com	1	solar	80	14
ttreston@bioplex.com	1	solar	97	125
tuyetake@toughzap.com	1	solar	22	89
tventura@rundofase.com	1	solar	84	26
tvocelka@ganjaflex.com	1	wind-turbine	34	36
twiklund@opentech.com	1	solar	48	32
twildfong@sonron.com	1	solar	18	53
twitten@doncon.com	1	solar	27	14
tyglesias@donware.com	1	solar	100	
tyglesias@zumgoity.com	1	solar	22	14
tzagen@nam-zim.com	1	solar	62	
vamyot@groovestreet.com	1	solar	42	19
vamyot@iselectrics.com	1	solar	173	69
varias@groovestreet.com	1	solar	77	20
vbaltimore@xx-holding.com	1	solar	37	
vbaltimore@xx-holding.com	2	solar	65	18
vbayless@iselectrics.com	1	solar	16	42
vbenimadho@konex.com	1	wind-turbine	57	26
vbenimadho@konex.com	2	solar	110	
vblunk@zumgoity.com	1	solar	98	
vbubash@sunnamplex.com	1	solar	89	
vbutzen@funholding.com	1	solar	44	50
vcaldarera@scotfind.com	1	solar	69	62
vcampain@inity.com	1	wind-turbine	18	56
vcartan@opentech.com	1	solar	66	
vchickering@goodsilron.com	1	solar	105	
vcoody@dontechi.com	1	solar	21	
vcoody@warephase.com	1	solar	52	23
vcookey@openlane.com	1	solar	24	20
vdhamer@stanredtax.com	1	solar	79	97
vehmann@ganjaflex.com	1	solar	47	19
vferrario@plusstrip.com	1	wind-turbine	130	21
vferrario@plusstrip.com	2	solar	65	34
vfoller@domzoom.com	1	solar	117	42
vfrerking@blackzim.com	1	solar	40	28
vfritz@zathunicon.com	1	solar	26	
vfritz@zathunicon.com	2	solar	17	14
vgato@golddex.com	1	solar	120	98
vgoldammer@openlane.com	1	solar	16	26
vharabedian@streethex.com	1	solar	35	45
vharoldson@stanredtax.com	1	solar	48	13
vhusser@groovestreet.com	1	wind-turbine	27	15
visaacs@rundofase.com	1	solar	32	
visaacs@rundofase.com	2	solar	68	
viturbide@groovestreet.com	1	solar	17	
vjuvera@konex.com	1	solar	17	13
vleinenbach@funholding.com	1	solar	33	60
vlindall@ganjaflex.com	1	solar	18	20
vlother@domzoom.com	1	solar	45	16
vlouissant@statholdings.com	1	wind-turbine	91	34
vmaclead@scottech.com	1	solar	24	28
vmadarang@lexiqvolax.com	1	wind-turbine	132	37
vmccullan@zencorporation.com	1	solar	42	34
vmeinerding@zumgoity.com	1	solar	134	38
vmondella@dambase.com	1	solar	21	15
vmoyd@plusstrip.com	1	solar	78	
vonofrio@streethex.com	1	solar	110	36
vpedrozo@j-texon.com	1	solar	87	98
vperigo@plexzap.com	1	wind-turbine	70	
vplumer@singletechno.com	1	solar	185	
vpontoriero@domzoom.com	1	solar	35	43
vraymo@sumace.com	1	solar	23	31
vrochin@isdom.com	1	solar	53	22
vrochin@isdom.com	2	solar	75	36
vrodeigues@konmatfix.com	1	solar	52	48
vrulapaugh@nam-zim.com	1	solar	84	10
vsama@bioholding.com	1	solar	129	71
vsama@warephase.com	1	solar	87	
vsamara@statholdings.com	1	solar	128	17
vsarao@newex.com	1	wind-turbine	132	19
vsarao@newex.com	2	solar	21	45
vsarao@newex.com	3	solar	93	39
vsarao@newex.com	4	solar	30	22
vsawchuk@sonron.com	1	solar	90	126
vschemmer@singletechno.com	1	solar	38	28
vschoeneck@golddex.com	1	solar	19	
vscipione@faxquote.com	1	solar	20	68
vshadrick@condax.com	1	solar	142	39
vsilvestrini@y-corporation.com	1	solar	58	47
vstaback@zoomit.com	1	wind-turbine	44	28
vstem@plussunin.com	1	wind-turbine	147	
vstorment@xx-holding.com	1	solar	30	41
vstrassner@doncon.com	1	solar	41	21
vstuer@statholdings.com	1	solar	86	
vsuffield@isdom.com	1	solar	211	17
vsyrop@sumace.com	1	solar	89	
vtheodorov@fasehatice.com	1	solar	76	31
vthyberg@kan-code.com	1	solar	42	47
vthyberg@y-corporation.com	1	solar	131	71
vtolfree@rangreen.com	1	wind-turbine	59	
vtromblay@dambase.com	1	solar	101	
vwhobrey@donquadtech.com	1	solar	21	13
vwide@opentech.com	1	solar	136	16
vyaw@streethex.com	1	solar	63	36
vzagen@year-job.com	1	solar	89	26
vzurcher@streethex.com	1	solar	79	
warceo@hatfan.com	1	solar	64	36
wberlanga@donquadtech.com	1	solar	16	
wbourbon@faxquote.com	1	wind-turbine	251	72
wbrossart@labdrill.com	1	solar	30	20
wcolaizzo@opentech.com	1	wind-turbine	92	66
wdickerson@nam-zim.com	1	solar	55	10
wdiscipio@donware.com	1	solar	19	85
wgillian@dambase.com	1	wind-turbine	18	32
wgillian@dambase.com	2	solar	26	
whochard@plussunin.com	1	solar	20	
whochard@silis.com	1	solar	24	
wkusko@zoomit.com	1	solar	35	16
wleinenbach@zotware.com	1	solar	22	
wlother@donquadtech.com	1	solar	62	47
wlouissant@sonron.com	1	solar	97	11
wmartabano@green-plus.com	1	solar	43	99
wmiro@bioplex.com	1	wind-turbine	29	52
wmugnolo@j-texon.com	1	solar	114	
wohms@betasoloin.com	1	wind-turbine	19	14
wpinilla@rangreen.com	1	wind-turbine	41	19
wpinilla@rangreen.com	2	wind-turbine	31	13
wplumer@finhigh.com	1	wind-turbine	18	12
wreiber@condax.com	1	solar	57	48
wrodenberger@lexiqvolax.com	1	solar	53	98
wryser@mathtouch.com	1	solar	79	63
wsaulter@betatech.com	1	solar	24	
wsilvestrini@mathtouch.com	1	wind-turbine	77	14
wspickerman@labdrill.com	1	solar	100	29
wsturiale@lexiqvolax.com	1	solar	42	39
wupthegrove@nam-zim.com	1	solar	61	66
wvenere@konmatfix.com	1	solar	83	
wventura@plussunin.com	1	solar	107	
wweglarz@scottech.com	1	solar	15	
wweight@silis.com	1	solar	64	15
xdilello@zoomit.com	1	solar	131	
xduenas@dontechi.com	1	wind-turbine	61	14
xfigeroa@inity.com	1	solar	55	32
