email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
nneither@betasoloin.com	modular home	400		74	21664	liquid fuel
nnicka@isdom.com	condominium	938	73	76	70738	electric,gas,liquid fuel
npagliuca@labdrill.com	townhome	665			62560	gas
npagliuca@zumgoity.com	townhome	2354	73		31659	gas
npaskin@codehow.com	apartment	787	72	73	61358	
npatak@opentech.com	house	715	74	74	06758	
npaulas@plexzap.com	apartment	589	66	76	29938	
nraymo@zotware.com	modular home	371	69	74	38174	electric,liquid fuel
nreiber@rundofase.com	apartment	879	74		12226	electric
nrentfro@codehow.com	house	1567	76	76	62916	electric,gas
nrhoden@codehow.com	apartment	439	67	72	90504	
nriopelle@scottech.com	house	627		74	10010	gas
nrochin@zencorporation.com	house	201	71	73	42328	electric,gas,liquid fuel
nrodenberger@isdom.com	house	2183		72	12122	electric,gas
nrodenberger@openlane.com	apartment	710	74		28234	electric
nrowling@sumace.com	townhome	442	71		36754	gas
nsama@j-texon.com	house	1508	73	74	56511	gas
nsaylors@lexiqvolax.com	house	1413	66	76	48043	electric,gas,liquid fuel
nscheyer@plexzap.com	apartment	896	70	73	66534	electric,steam
nschoeneck@ganjaflex.com	townhome	1511	68		21723	electric,liquid fuel
nsimilton@y-corporation.com	house	2183	75	72	86333	liquid fuel
nskursky@treequote.com	modular home	250	70	74	30805	electric
nspickerman@xx-zobam.com	apartment	1093	69	74	36754	
nstenseth@y-corporation.com	modular home	257	76	75	08933	electric,gas,steam
nstuer@statholdings.com	apartment	464	73	74	37756	
nsuell@betasoloin.com	townhome	1314	75		95221	electric
nsuffield@sunnamplex.com	townhome	200	76	74	25103	
nswayze@zoomit.com	house	1721	73	75	77221	
nthreets@xx-holding.com	condominium	1328	70		85721	electric,liquid fuel
ntromblay@mathtouch.com	modular home	440			97251	gas
nturinetti@goodsilron.com	apartment	1739	71	72	66407	electric,gas
nvarriano@konmatfix.com	townhome	594		74	46277	electric,gas
nventura@rantouch.com	townhome	1427			96154	
nvinning@bioplex.com	house	2593	77	69	89711	electric
nvocelka@opentech.com	apartment	372	75	72	73179	electric,gas
nwaymire@gogozoom.com	apartment	525	76	72	02538	electric
nweight@stanredtax.com	modular home	629			85941	
nwenner@xx-holding.com	apartment	90	68		50657	electric,gas,liquid fuel
nwesterbeck@nam-zim.com	house	1720	70	73	64747	electric
nwiklund@faxquote.com	townhome	1085		73	37149	electric
nwitten@iselectrics.com	townhome	1275	75		30129	electric
nwolfgramm@betasoloin.com	house	924	69		28311	electric
nwolny@rundofase.com	modular home	296	67	73	38947	gas
nyglesias@dontechi.com	apartment	572	72	74	74018	electric
nzane@finjob.com	townhome	115	75		72386	electric,gas
nzane@konex.com	condominium	440	75	75	27043	gas
nzane@year-job.com	condominium	1161	72	68	08878	electric,gas,liquid fuel
nzepp@stanredtax.com	house	1549	74		49778	
nzurcher@dalttechnology.com	apartment	736	66	71	52318	gas
obergesen@plusstrip.com	house	863	72		21062	gas
obevelacqua@toughzap.com	townhome	831	68	71	49854	electric,gas,liquid fuel
obrideau@j-texon.com	apartment	879	70	69	21872	
ocandlish@donware.com	condominium	1226	70	70	66862	electric,gas
oemigh@bioholding.com	modular home	592	71		37187	
oemigh@goodsilron.com	condominium	1074	73		70462	electric,liquid fuel
oengelberg@rantouch.com	house	1819	73	73	33410	electric
ofrey@kan-code.com	apartment	746	70	70	16406	
ogellinger@codehow.com	apartment	1305	71	74	78211	electric,gas
ohellickson@donware.com	townhome	981	64		75703	electric
ohiatt@yearin.com	apartment	93	73	76	60196	gas
ojeanty@zotware.com	house	2913	72	68	17108	gas
olapage@donware.com	house	751	71	72	38116	steam
oloder@dambase.com	apartment	892	68	72	22847	electric,gas
omatuszak@dambase.com	condominium	408	76	75	86535	electric,liquid fuel
omaynerich@konex.com	townhome	172	73	72	08032	gas
opaa@codehow.com	apartment	895	69		26533	
opaa@year-job.com	apartment	1365	75		72908	electric
opadilla@y-corporation.com	condominium	790	66		58006	
oparvis@dontechi.com	apartment	1616	75		78298	electric,gas
ostockham@rangreen.com	house	360	71	70	24212	electric
otollner@openlane.com	townhome	2712		69	28737	
owalthall@condax.com	condominium	525	74		32957	gas
oweglarz@green-plus.com	condominium	1192		76	44648	
oweight@codehow.com	modular home	26	67	73	53052	liquid fuel
oweirather@plexzap.com	condominium	1189	70		64096	
owesterbeck@lexiqvolax.com	condominium	1494	73	72	12470	electric
owrinkles@goodsilron.com	townhome	645	73	73	03769	electric,gas
ozurcher@plexzap.com	apartment	2821	75	72	95334	gas
paredondo@green-plus.com	house	3522	70	73	97458	electric
pbaltimore@openlane.com	modular home	248	70	76	24382	electric,gas
pbarfield@dalttechnology.com	townhome	1558	76	73	13207	
pbenimadho@scotfind.com	townhome	1610	73	72	75792	electric,gas,liquid fuel
pberganza@condax.com	house	753	72		30230	steam
pberray@newex.com	townhome	487	75	72	57047	gas,liquid fuel
pbiddy@zoomit.com	apartment	45	70	73	83465	electric
pbirkner@sunnamplex.com	house	1407	68		15466	electric,liquid fuel
pbriddick@nam-zim.com	house	1015	70	69	28802	gas
pbrossart@rundofase.com	apartment	803			26215	
pcantres@singletechno.com	apartment	185	66	73	28123	gas
pchesterfield@konex.com	house	799	73	71	12225	
pdewar@y-corporation.com	townhome	670	74	73	62215	
pdickerson@faxquote.com	townhome	696	73	71	17815	gas
pdopico@faxquote.com	condominium	1160	69	74	53789	electric,liquid fuel
pduenas@nam-zim.com	condominium	394	73	71	83524	
peschberger@xx-zobam.com	modular home	314	76		68070	electric,gas
pferencz@finhigh.com	modular home	52	68		43001	electric,gas,liquid fuel
pfunnell@donware.com	townhome	2012	70	73	91739	
pgehrett@hottechi.com	apartment	922		71	47456	gas
pgellinger@plexzap.com	apartment	585	68	71	32824	
pgobern@zoomit.com	condominium	622	68		01369	electric
pgreenbush@labdrill.com	apartment	492		70	50301	electric,gas,liquid fuel
pgwalthney@bioholding.com	townhome	2011	66	72	35475	gas
phughey@labdrill.com	house	882	72		12493	electric,gas
phusser@betatech.com	apartment	161	72	73	32953	electric
phusser@donware.com	house	2039	71	73	48202	gas
pkiel@conecom.com	house	77	71	74	01885	electric,gas,liquid fuel
pkippley@conecom.com	house	1326	73		24817	electric
pknipp@golddex.com	condominium	2419	76	73	26349	electric,gas,liquid fuel
place@donquadtech.com	apartment	1499	78	72	16328	
platzke@statholdings.com	house	1412	74	73	51461	gas
plawler@nam-zim.com	house	1444		71	79226	electric,gas
playous@j-texon.com	apartment	1643	72		39771	electric,liquid fuel
pluczki@donware.com	condominium	1220	69	69	15416	electric
pmarrier@zotware.com	condominium	1032	77	72	01899	gas
pmcrae@ganjaflex.com	house	2024	76	70	36644	gas,liquid fuel
pmeisel@domzoom.com	apartment	478	73		07088	liquid fuel
pmiro@warephase.com	condominium	1204	72	73	65201	gas
pmotley@kan-code.com	house	1639	72		70504	
pnachor@golddex.com	house	2002	65	72	38167	
pnestle@zotware.com	condominium	969			45354	electric,liquid fuel,steam
pnunlee@iselectrics.com	condominium	670	71		88056	
poles@bioplex.com	modular home	218	74		14433	steam
ponofrio@newex.com	house	1263	71		15239	
postrosky@openlane.com	apartment	3096	74	76	72026	
ppadilla@goodsilron.com	apartment	1227	70	69	68875	electric
ppalaspas@toughzap.com	house	759	73	74	44026	electric
ppaprocki@betatech.com	townhome	116	78	71	28603	electric
ppinilla@faxquote.com	townhome	112	76	76	90835	liquid fuel
ppinilla@golddex.com	apartment	1108	74	76	20213	gas
ppontoriero@conecom.com	house	668	73	72	21917	gas
ppoullion@funholding.com	apartment	457	72	73	43571	electric,steam
ppoullion@treequote.com	house	1211	70	72	49964	
prauser@toughzap.com	house	1437	70	71	89039	electric
preiber@sonron.com	house	2011	68	72	56444	gas,liquid fuel
prhymes@j-texon.com	house	124	71		10559	
priden@betatech.com	house	1593		74	59025	
priopelle@konex.com	townhome	1422		70	88559	electric,gas,liquid fuel,steam
psahagun@rantouch.com	house	1117	73	72	78956	electric
psaras@yearin.com	apartment	1090	73		98025	electric,liquid fuel
psaulter@kan-code.com	townhome	500	69		85553	electric
psaylors@nam-zim.com	house	835		72	52226	
pscriven@faxquote.com	townhome	630	67	74	89706	liquid fuel
pscriven@kan-code.com	modular home	245			70426	electric
pskursky@singletechno.com	townhome	1161	65	72	66062	electric
pstockham@mathtouch.com	house	711	70	74	99019	electric
ptagala@fasehatice.com	house	1260	73	72	03896	electric,gas,steam
ptawil@plusstrip.com	apartment	727	73		20736	gas,steam
ptomasulo@j-texon.com	townhome	1119	72		62535	electric,gas,steam
pventura@opentech.com	house	777	77	75	28229	gas,steam
pwaycott@zathunicon.com	apartment	425		72	64505	electric
pwenner@inity.com	tiny house	84	75	72	08807	electric
pyglesias@rantouch.com	modular home	70	71	75	72036	liquid fuel
pzepp@sumace.com	house	1501	75	76	78222	
pzurcher@faxquote.com	apartment	614	76		76930	gas
qbayless@finjob.com	townhome	687	68	76	29661	
qbuzick@plussunin.com	house	777		70	18441	
qcetta@toughzap.com	townhome	121	74	71	38953	gas
qcoyier@sonron.com	apartment	147	71	73	30519	liquid fuel
qdarakjy@zoomit.com	apartment	2009	68	72	17505	electric
qflister@domzoom.com	apartment	1437	70	74	32250	electric
qfoller@konmatfix.com	apartment	46	73	73	13731	
qgabisi@sunnamplex.com	house	1403	73	72	14737	electric,gas
qgobern@openlane.com	townhome	1116	71	71	32727	gas
qhalter@domzoom.com	house	803	73		13820	electric
qjeanty@xx-holding.com	apartment	643		72	52742	electric
qkalafatis@hottechi.com	apartment	1380	76	76	25708	gas
qkohnert@iselectrics.com	apartment	1800	69		85016	
qlorens@bioholding.com	townhome	707	76	71	92618	liquid fuel
qmccullan@gogozoom.com	condominium	580		72	77478	electric,gas,steam
qmclaird@zumgoity.com	house	562	73		90043	
qmenter@conecom.com	apartment	547		72	94924	liquid fuel
qoldroyd@year-job.com	house	700	73	76	11563	electric,gas
qoles@fasehatice.com	condominium	1092	73	74	19403	gas,liquid fuel
qpaskin@bioplex.com	house	261	71		20163	gas
qsawchuk@rangreen.com	house	754			21113	gas
qshinko@streethex.com	apartment	1058	65		30705	gas
qweirather@zoomit.com	house	1206	67	75	83423	gas
racuff@rantouch.com	house	2348	68	74	79238	
radkin@condax.com	apartment	1300	71	75	33634	electric,steam
radkin@statholdings.com	house	965	69	75	70819	steam
rankeny@doncon.com	house	1425	76	75	79423	
raquas@donquadtech.com	apartment	34	78	75	85280	electric,gas
rauber@faxquote.com	house	1084	71	72	49655	electric,liquid fuel
rauber@konex.com	house	1273	72	68	33586	electric,gas
rbachman@groovestreet.com	modular home	301	72	75	49886	electric,gas
rbachman@streethex.com	townhome	1369	65		78387	gas
rbaltimore@dambase.com	apartment	677	69	73	12261	electric
rbaltimore@ganjaflex.com	townhome	2327			02532	electric
rbaltimore@treequote.com	townhome	887	71	74	26576	gas
rbatman@rangreen.com	apartment	504			79033	liquid fuel
rbennick@warephase.com	house	980	74	72	79512	steam
rberganza@codehow.com	condominium	594	68	74	39062	gas
rbergesen@warephase.com	townhome	715	75	71	33190	electric
rberlanga@doncon.com	condominium	1265	72	74	49821	gas,liquid fuel
rberray@sonron.com	modular home	117	70		49892	
rbiddy@betatech.com	house	1395	73	71	47283	electric
rbirkner@golddex.com	apartment	1303	77	74	99583	gas
rbitsuie@sonron.com	condominium	1924			25778	electric
rbitsuie@year-job.com	modular home	155	76		56225	steam
rblackwood@codehow.com	apartment	1539	71	72	07630	electric,liquid fuel,steam
rblackwood@domzoom.com	apartment	1439	76	76	32214	
rblunk@zumgoity.com	townhome	1018	74	73	19946	electric
rbolognia@plussunin.com	condominium	827	71		70371	electric
rbookamer@labdrill.com	house	985		72	27868	
rbookamer@plusstrip.com	house	1834		76	80292	electric,gas,steam
rbookamer@zencorporation.com	condominium	772	68	75	18968	gas
rboord@plexzap.com	apartment	589	68	74	72515	liquid fuel
rbourbon@ontomedia.com	tiny house	101	66	71	25440	electric,liquid fuel
rbrachle@hottechi.com	apartment	930	67		97216	electric
rbreland@condax.com	apartment	450			45373	electric,liquid fuel
rbreland@xx-zobam.com	house	1434	78	74	14113	electric
rbreland@zumgoity.com	townhome	1093		75	75061	gas
rbrucato@streethex.com	modular home	648	77	72	53589	electric,gas
rbubash@stanredtax.com	apartment	460		74	77626	electric
rbutt@gogozoom.com	house	1168	74	72	05702	electric,liquid fuel
rcaiafa@domzoom.com	modular home	613	73	72	71601	gas
rcaldarera@year-job.com	house	2803	69	72	92119	electric
rcallaro@donware.com	apartment	1909	70	73	88253	
rcallaro@labdrill.com	apartment	1538	75	75	08802	gas,liquid fuel
rcantres@sumace.com	apartment	153	73	75	55386	electric,gas,liquid fuel
rcentini@cancity.com	house	735	76		08057	
rcetta@hottechi.com	house	2204	73	72	27920	steam
rchaffins@condax.com	house	1285	70	74	38109	electric,gas
rchavous@domzoom.com	apartment	1004	76		56164	electric
rchickering@rantouch.com	townhome	648	76	68	83001	
rchui@xx-holding.com	modular home	304	70	74	30466	
rcloney@rangreen.com	townhome	804	69	72	79783	
rcloney@sunnamplex.com	house	1640	73		03801	gas
rcolaizzo@finhigh.com	house	1301	75		45146	liquid fuel
rcolaizzo@zathunicon.com	apartment	1023		75	92570	electric
rcolla@bioholding.com	apartment	2113	76		33701	
rcoody@year-job.com	modular home	218	71		18610	gas
rcorbley@zoomit.com	townhome	1226	66	74	98622	electric
rcoyier@donware.com	condominium	556		72	61489	electric
rcraghead@plussunin.com	apartment	370	66	73	06431	gas
rcronauer@ontomedia.com	house	1642	71		63459	
rdallen@doncon.com	apartment	1720	69	72	48121	
rdallen@silis.com	house	1231	71		28578	gas,steam
rdarakjy@nam-zim.com	tiny house	185	73	72	74064	gas
rdegroot@streethex.com	modular home	180	75	75	23269	electric
rdemesa@nam-zim.com	apartment	1321	69	72	50248	steam
rdevreese@codehow.com	modular home	807			57736	gas
rdewar@stanredtax.com	house	1897	77	76	93224	electric,liquid fuel,steam
rdickerson@inity.com	apartment	410	65		44661	electric,gas
rdilello@domzoom.com	apartment	1050	74	72	17027	electric
rdilello@rangreen.com	house	648	75	74	25505	gas
rdinos@golddex.com	house	960	68	73	45044	electric
rdorshorst@nam-zim.com	apartment	618		72	61489	electric,steam
rdrymon@inity.com	house	793			60805	gas
rdubaldi@groovestreet.com	apartment	789	77	74	19003	steam
reanes@hottechi.com	apartment	822			24122	liquid fuel
remard@green-plus.com	modular home	495	73	74	59501	liquid fuel
remigh@dambase.com	modular home	401	73	74	12887	electric
reschberger@xx-holding.com	apartment	1080	73	72	23130	gas
rfallick@rangreen.com	apartment	2639	73		26636	electric,gas,liquid fuel
rfeichtner@zencorporation.com	house	137	72	73	75083	electric
rfelger@ganjaflex.com	house	905	69	74	29130	
rfigeroa@blackzim.com	modular home	153	70	73	20035	electric
rfillingim@dontechi.com	apartment	551	73		61944	electric
rfredicks@kan-code.com	apartment	1207	68		25570	electric,gas
rfritz@fasehatice.com	house	758	75		75158	
rfunnell@rundofase.com	townhome	1195	70	70	31786	electric
rgarufi@xx-holding.com	apartment	81	78	73	02127	gas
rgato@cancity.com	apartment	475	71	71	20874	electric,liquid fuel,steam
rgellinger@scottech.com	townhome	1369	75		24715	gas
rgellinger@xx-zobam.com	apartment	2094		75	60910	electric
rgiguere@scotfind.com	townhome	1038	75	73	72715	electric,gas
rgillaspie@j-texon.com	condominium	1235	76		17407	liquid fuel
rgillian@kan-code.com	apartment	850	75		12930	electric
rgobern@bioholding.com	apartment	495		73	43569	
rgobern@blackzim.com	townhome	65	73	70	13784	electric
rgobern@iselectrics.com	townhome	899	69	69	63753	electric,liquid fuel,steam
rgoldammer@plusstrip.com	house	866		74	54101	gas
rgotter@zencorporation.com	apartment	817		72	22810	electric,gas
rgudroe@goodsilron.com	house	497	70	73	55932	
rhagele@mathtouch.com	tiny house	9	75	72	88352	gas
rhalter@bioplex.com	apartment	375	72	71	79985	liquid fuel
rhanafan@kan-code.com	apartment	2719			13837	electric
rharabedian@newex.com	apartment	144	70	74	08871	electric,gas
rharnos@j-texon.com	apartment	923	75		14758	steam
rharoldson@yearin.com	condominium	1284	69	76	73667	electric,steam
rhauenstein@konex.com	house	133	75		95033	steam
rhaufler@yearin.com	apartment	382	74		83865	electric,gas
rhengel@kan-code.com	apartment	1028	74	72	77875	electric,gas
rhidvegi@kan-code.com	apartment	1585	72	73	31659	electric
rhixenbaugh@konmatfix.com	house	1648		72	41605	gas
rhoa@kan-code.com	house	274		70	85912	
rhoa@plusstrip.com	apartment	52	66	71	35620	gas,steam
rhochard@ron-tech.com	apartment	509	76	70	68025	
rhoffis@cancity.com	house	1436		71	79168	electric
rhoffis@nam-zim.com	apartment	789	66	73	46044	electric,gas
rhoneywell@dalttechnology.com	apartment	1198	70	73	89815	electric,gas,liquid fuel
rhughey@zencorporation.com	house	1384	72		07969	electric
rhusser@streethex.com	apartment	86		72	16854	
risenhower@hottechi.com	house	1310	69	73	87718	gas
riturbide@newex.com	house	539	66	72	06035	
rjayson@blackzim.com	townhome	1268	67	72	91207	electric,gas,liquid fuel
rjeanty@sonron.com	modular home	978		72	77388	gas
rjillson@groovestreet.com	townhome	166	71	68	77045	
rkampa@year-job.com	house	2214		72	36720	
rkardas@zoomit.com	house	1235	73		57456	electric
rkarpin@lexiqvolax.com	apartment	1252		70	76363	electric
rkeener@ontomedia.com	apartment	1241	73	72	42441	electric
rkeetch@sumace.com	apartment	2738	75	71	71357	electric
rkeneipp@singletechno.com	condominium	504	74	73	63965	electric,gas,steam
rkeneipp@zoomit.com	apartment	1269		76	79252	
rketelsen@plusstrip.com	house	1700	73	73	98353	gas,steam
rkippley@stanredtax.com	modular home	737	65	75	84032	
rkippley@sumace.com	townhome	776	70		60467	gas
rkitty@dambase.com	house	2638	69	74	60646	electric
rkitty@gogozoom.com	apartment	1271	65		22333	electric
rkitzman@year-job.com	apartment	472	68	68	25801	gas
rklang@doncon.com	apartment	706	71		98526	electric,gas
rklimek@gogozoom.com	apartment	177	65	71	95501	electric
rklusman@goodsilron.com	apartment	679	76	76	12308	gas
rklusman@rangreen.com	house	1493	75	72	92078	electric
rkohnert@ron-tech.com	apartment	1106	75	73	35202	liquid fuel
rkoppinger@inity.com	house	1336	76		33915	liquid fuel,steam
rkorando@dontechi.com	house	1033	71		16698	electric
rkulzer@plexzap.com	house	1380		75	35281	gas
rlawler@groovestreet.com	house	1545	68		05701	electric,gas,liquid fuel
rlayous@ontomedia.com	house	1089	72	71	84653	steam
rlayous@toughzap.com	house	1776	78		08091	electric,gas
rleinenbach@ontomedia.com	apartment	955	69	74	85023	electric
rlietz@betatech.com	house	1454			48073	electric,steam
rlimmel@dambase.com	apartment	1404	70	72	15083	electric,gas,liquid fuel
rlinahan@kinnamplus.com	condominium	605	72	74	32411	electric,gas
rlizama@year-job.com	townhome	55	74	76	37070	
rlorens@fasehatice.com	condominium	702	72	73	16121	electric
rlother@gogozoom.com	apartment	1518	69	69	24161	gas
rluczki@newex.com	modular home	228	73	73	10119	electric
rlueckenbach@year-job.com	modular home	720	72	73	52647	gas
rlungren@hatfan.com	apartment	1685		74	14207	gas,liquid fuel,steam
rmadarang@betatech.com	condominium	1847		76	40006	electric,gas
rmadarang@ontomedia.com	house	2213	75		94598	electric
rmadarang@y-corporation.com	apartment	119	70	74	48216	
rmai@rundofase.com	apartment	62	74	68	75187	electric,gas,liquid fuel
rmaile@ron-tech.com	apartment	1811	75	73	68063	liquid fuel
rmaile@singletechno.com	tiny house	84	72	71	35468	gas
rmalet@zoomit.com	house	3024		72	20047	gas
rmarrier@treequote.com	townhome	705	76	70	04863	
rmartabano@blackzim.com	modular home	88	72	71	72650	electric,gas,liquid fuel
rmastella@scottech.com	condominium	816	67	73	57347	steam
rmatuszak@isdom.com	townhome	668		72	73461	electric
rmauson@conecom.com	apartment	1582	70	74	36460	electric,gas
rmauson@plexzap.com	apartment	936	72	73	78407	gas
rmauson@treequote.com	apartment	65	74	72	02912	electric
rmcdoniel@faxquote.com	apartment	375	71	72	50427	electric
rmcdoniel@plussunin.com	apartment	2141	75		63066	gas
rmclaird@kan-code.com	apartment	1339		73	84770	electric,gas,liquid fuel
rmconnell@ontomedia.com	townhome	466	64	71	40870	steam
rmcrae@rundofase.com	modular home	365		72	06255	electric
rmeinerding@y-corporation.com	apartment	773		70	17109	
rmeisel@betasoloin.com	apartment	848	78		96766	liquid fuel
rmiceli@year-job.com	townhome	1191	73		69333	electric
rmiro@plusstrip.com	apartment	602			46385	gas
rmonarrez@fasehatice.com	house	2159	67	73	01360	electric,gas
rmorocco@dontechi.com	house	1478	74	75	53110	electric,gas,liquid fuel
rmotley@ontomedia.com	apartment	722	78	74	67837	electric
rmoyd@ontomedia.com	apartment	485	76	73	27926	liquid fuel,steam
rmugnolo@blackzim.com	house	1133	72	69	54121	gas
rmulqueen@warephase.com	condominium	912	76	71	18602	gas,steam
rmyricks@dontechi.com	apartment	1200	74	72	59716	electric
rnabours@hatfan.com	house	1480	68	74	40576	electric
rnabours@rantouch.com	apartment	1113	77	73	97470	
rnestle@isdom.com	house	2614	69	74	26236	electric
rnewville@j-texon.com	modular home	161		71	52758	electric
rnicka@singletechno.com	condominium	2316	74		99006	electric,gas
rnicolozakes@groovestreet.com	condominium	588			55767	electric
rnunlee@funholding.com	house	92		71	17129	electric
rohms@stanredtax.com	townhome	483	70	74	23219	electric
roldroyd@scottech.com	townhome	689	72	72	83427	electric,gas
roles@funholding.com	modular home	178	74	70	57472	
ronofrio@gogozoom.com	modular home	287	72	72	61266	liquid fuel
rostolaza@inity.com	townhome	1385	73	68	68407	
rostrosky@treequote.com	house	755	69	72	24918	gas
rpadilla@streethex.com	apartment	1391	77	70	27373	electric
rpalaia@hottechi.com	townhome	1215	72	72	20416	
rpapasergi@stanredtax.com	apartment	908	66	69	65565	electric,steam
rpawlowicz@j-texon.com	apartment	615	75	72	34113	gas
rpedrozo@statholdings.com	apartment	529	66	73	56181	
rperruzza@xx-zobam.com	townhome	1289	73		36454	gas
rpinilla@donware.com	house	2846	76		08647	liquid fuel
rplumer@plexzap.com	house	1128		72	84065	liquid fuel
rpolidori@donware.com	apartment	1131	75		40421	
rpolidori@rantouch.com	townhome	1001	72		60116	electric,liquid fuel
rpolidori@toughzap.com	townhome	1125	75	73	37140	electric
rpontoriero@codehow.com	apartment	204		74	13638	steam
rpugh@singletechno.com	apartment	1173	72	70	40618	electric,gas
rpugh@zumgoity.com	modular home	345		68	52322	electric,gas
rragel@funholding.com	modular home	411		71	91011	electric,gas,liquid fuel
rreiber@betatech.com	modular home	248		76	44805	
rreitler@sumace.com	apartment	371	73	71	55988	electric
rrestrepo@warephase.com	apartment	768		74	32583	steam
rrhymes@lexiqvolax.com	condominium	2134	69	73	31058	electric
rriopelle@funholding.com	apartment	807	64	72	48397	steam
rrodefer@labdrill.com	house	772	73		30439	
rrodefer@treequote.com	condominium	1080		71	42058	
rrodeigues@stanredtax.com	apartment	1529	76	72	97443	gas
rrodeigues@yearin.com	house	1479	70		43135	electric,gas,steam
rrodenberger@rangreen.com	townhome	744	75	68	38056	electric
rrowling@statholdings.com	townhome	2549	73	75	75053	gas
rrulapaugh@nam-zim.com	condominium	548	72	72	27507	
rryser@hatfan.com	house	213	76	75	30456	electric,gas,steam
rsahagun@doncon.com	house	3382	71		49781	electric,gas
rscheyer@finhigh.com	house	848	78	76	12422	electric,steam
rscheyer@funholding.com	house	1479		75	18254	electric
rschieler@hottechi.com	modular home	279	75	75	78751	electric
rschirpke@dontechi.com	apartment	1098	76	71	98271	electric
rschirpke@plusstrip.com	apartment	52	75	71	95201	liquid fuel
rschmaltz@scottech.com	house	3227		74	85901	
rseewald@hottechi.com	modular home	272	72	72	44136	
rsemidey@sumace.com	condominium	1055	73	75	47718	gas
rsetter@ganjaflex.com	house	1488	73	73	78838	electric,steam
rsetter@sonron.com	apartment	775	76		97503	electric,gas,steam
rshadrick@xx-holding.com	condominium	967	72	71	19804	steam
rshinko@isdom.com	house	1478	75	71	34734	gas
rsilvestrini@doncon.com	house	1261	75	69	63146	electric,gas
rsimilton@year-job.com	apartment	793	76	72	61732	gas
rskulski@labdrill.com	apartment	1470	73	74	30088	gas,liquid fuel
rskulski@scotfind.com	house	1105	72	74	02379	electric,liquid fuel
rskursky@donware.com	townhome	1341	71	72	98393	
rslusarski@groovestreet.com	house	182	74	73	90661	electric
rspickerman@isdom.com	apartment	459	74	74	37049	gas
rspringe@plexzap.com	house	1725	69		56093	electric,gas
rstaback@donware.com	apartment	2427	74		60091	electric,gas,steam
rsteier@j-texon.com	townhome	1066	75	72	19941	gas,liquid fuel
rstem@zoomit.com	apartment	828	72	74	07106	liquid fuel
rstrassner@konex.com	modular home	478			29945	
rstuer@bioplex.com	apartment	1694	72	71	33911	
rsuell@green-plus.com	condominium	725	75		99555	electric
rsuffield@labdrill.com	house	847	75	75	39507	gas,steam
rsuffield@sumace.com	apartment	486	67	76	05355	gas
rsweely@rangreen.com	apartment	312	75	72	38251	electric,gas
rsweely@sonron.com	townhome	1211	76	74	07866	gas,liquid fuel
rsweigard@donquadtech.com	modular home	288	76	74	32931	electric
rtagala@hatfan.com	tiny house	9	74		12986	electric,gas
rtheodorov@labdrill.com	apartment	788	73		77393	electric
rtillotson@openlane.com	house	2122	74		83708	
rtjepkema@rangreen.com	apartment	127	68	72	31020	electric,liquid fuel
rtoelkes@donware.com	house	2175		72	18634	electric
rtoelkes@konmatfix.com	house	295	68	69	37887	electric
rtollner@ron-tech.com	house	1408	75	73	04007	gas
rtomasulo@goodsilron.com	apartment	438	74	74	50514	electric
rtoyama@zotware.com	apartment	2412	67	73	75118	liquid fuel
rtreston@betatech.com	townhome	1600	74	70	06607	electric,gas
rvarriano@scottech.com	house	674	69	74	36340	steam
rvenere@hatfan.com	house	2154			75572	electric,steam
rvonasek@sumace.com	townhome	374	71		97368	electric,gas
rwardrip@lexiqvolax.com	house	789	67	72	75312	
rweglarz@silis.com	condominium	1897	69	74	97121	electric
rweglarz@zencorporation.com	house	1457		70	19149	electric,gas,liquid fuel
rwenzinger@scotfind.com	house	86	70		65036	liquid fuel
rwesterbeck@konex.com	apartment	1707	75		46266	electric,liquid fuel
rwhobrey@plusstrip.com	apartment	542	67	73	72927	steam
rwildfong@warephase.com	apartment	951		72	56733	electric
rwolfgramm@lexiqvolax.com	house	2142	70	76	63389	gas
rwolny@betasoloin.com	apartment	962	72	72	48234	electric,gas
rwolny@labdrill.com	townhome	1224	73	72	29456	electric,gas
ryaw@zumgoity.com	house	1174		70	63338	electric,gas,steam
rzepp@openlane.com	house	1423	75	76	16821	
sacuff@zoomit.com	house	257	76	76	08758	steam
sadkin@green-plus.com	house	2509	77		15327	
samigon@y-corporation.com	modular home	189	67	71	84003	electric
saquas@bioplex.com	apartment	815	69	71	08048	electric
saquas@finjob.com	modular home	22	76	75	94062	gas,liquid fuel
saquas@groovestreet.com	house	126	69		95374	
sarceo@nam-zim.com	apartment	385	73	68	04457	gas
sarceo@plussunin.com	apartment	979	70	74	02852	gas
saredondo@bioholding.com	apartment	1066	74	72	45273	electric,gas
sasar@betatech.com	townhome	1735		73	60920	electric,liquid fuel,steam
sasar@domzoom.com	townhome	1869		72	59025	electric,gas
sauber@finhigh.com	townhome	1004	73	72	98024	
sauffrey@domzoom.com	house	2455	74	72	10940	steam
sauffrey@isdom.com	townhome	2199	65	72	97458	steam
sbarfield@betatech.com	apartment	821	65		61132	electric
sbarfield@sunnamplex.com	apartment	692	76		51103	gas,liquid fuel
sbartolet@zencorporation.com	modular home	338			65680	electric
sbayless@zencorporation.com	house	734	70	72	52501	electric,gas
sbeech@faxquote.com	house	1583	69		94542	
sbeech@inity.com	house	883	70	73	31798	gas,steam
sbeech@ron-tech.com	house	1508	74	73	98447	electric,gas
