household_email	appliance_number	manufacturer_name	model	appliance_type	energy_source	air_handler_types	rpm	eer	hspf	seer	tank_size	temperature	btu
ohellickson@donware.com	1	Qwidimommazz Holdings Corp.		air_handler		heatpump	760		23.8	40.9			7572
ohellickson@donware.com	2	Groerexower WorldWide	Adwerpax	water_heater	heat pump						94.8	99	7670
ohellickson@donware.com	3	Tiperex  Group	Embanonantor	air_handler		air_conditioner	550	1.9					5619
ojeanty@zotware.com	1	Tipnipover Direct	Zeedimimax	water_heater	electric						77.3		6191
ojeanty@zotware.com	2	Remunegan Holdings	Adnipedicator	air_handler	electric	heatpump,heater	1180		20.2	41.0			8646
ojeanty@zotware.com	3	Qwibanonin Direct	Tipnipepover	air_handler		air_conditioner	1240	1.5					5893
ojeanty@zotware.com	4	Tupfropilower WorldWide	Tuptumegover	air_handler	electric	air_conditioner,heater,heatpump	1890	4.6	26.9	45.3			14249
ojeanty@zotware.com	5	Dopquestimentor Direct	Parwerpadover	air_handler		heatpump	470		29.4	33.9			6639
ojeanty@zotware.com	6	Surjubackar International		air_handler	gas	heater	360						6897
olapage@donware.com	1	Rewerpan WorldWide Company		air_handler		air_conditioner	850	8.6					12692
oloder@dambase.com	1	Dopkilamantor  Corp.		air_handler		heatpump	1040		23.4	24.4			6086
oloder@dambase.com	2	Monpickar International Corp.		water_heater	gas						20.9	98	6726
oloder@dambase.com	3	Varsapower WorldWide	Winwerpackan	air_handler		heatpump	1110		19.1	37.5			6209
omatuszak@dambase.com	1	Thruglibonazz International Group	Admunex	air_handler		heatpump	450		23.6	43.7			6852
opaa@codehow.com	1	Varzapicator Direct Corp.	Tupwerpaquower	air_handler	electric	heater,heatpump	1740		18.0	34.7			7483
opaa@codehow.com	2	Happickicator Direct	Emhupepicator	air_handler	gas	heater	1080						4267
opaa@codehow.com	3	Supbanegor Holdings		air_handler		heatpump	1820		19.9	48.3			3634
opaa@year-job.com	1	Adquestower Direct Company	Tipzapackin	air_handler	gas	heater	1760						6419
opaa@year-job.com	2	Grovenimax Direct	Lomerin	air_handler		heatpump	1670		24.8	40.3			6346
opaa@year-job.com	3	Inmunplantor	Upsapegar	air_handler		heatpump	1190		26.8	42.4			6398
opaa@year-job.com	4	Surericator Holdings	Raphupistor	water_heater	fuel oil						17.5		7197
opadilla@y-corporation.com	1	Cippebollower WorldWide	Hapnipentor	air_handler		air_conditioner	2060	4.1					18323
oparvis@dontechi.com	1	Tipbanan International	Upnipazz	air_handler	electric	heater	590						3533
oparvis@dontechi.com	2	Unwerpegicator WorldWide		air_handler		heatpump	1980		25.6	26.5			3537
oparvis@dontechi.com	3	Inmunopax Holdings Inc	Mondudefor	air_handler		heatpump	830		24.3	48.1			5348
oparvis@dontechi.com	4	Dopnipan WorldWide Company	Rapcadefin	air_handler	thermosolar	heater	1220						3907
oparvis@dontechi.com	5	Parhupar	Inkilollantor	water_heater	gas						30.4	163	3363
oparvis@dontechi.com	6	Upkilicex Holdings Inc	Bartanefazz	air_handler		heatpump	1350		23.4	29.7			4531
oparvis@dontechi.com	7	Lombanazz	Supsapan	air_handler		air_conditioner	410	1.0					4651
otollner@openlane.com	1	Qwiweran	Dopjubantor	air_handler		air_conditioner	580	4.9					8240
otollner@openlane.com	2	Tiperimor International	Empebadazz	air_handler		air_conditioner	1530	2.9					7713
otollner@openlane.com	3	Emglibistor WorldWide Group	Emdimonentor	air_handler		air_conditioner	1440	3.0					9647
otollner@openlane.com	4	Grosipamor	Dophupupentor	air_handler		air_conditioner	1730	6.8					6620
otollner@openlane.com	5	Thrukilopor International	Hapcadadin	water_heater	electric						15.1	139	10516
otollner@openlane.com	6	Suphupegover WorldWide	Upnipazz	air_handler	electric	heater	1280						10009
owalthall@condax.com	1	Truvenopantor	Supwerpommicator	air_handler	electric	air_conditioner,heater	1840	4.7					6405
oweglarz@green-plus.com	1	Vartaninazz Direct Corp.	Cipquestonantor	air_handler	thermosolar	air_conditioner,heater	2010	3.8					8413
oweglarz@green-plus.com	2	Tupfropazz Holdings Corp.	Rebanimin	air_handler		heatpump	1450		19.7	45.9			6017
oweglarz@green-plus.com	3	Suprobepan  Inc	Upbanefentor	air_handler		heatpump	2080		24.4	49.9			7736
oweirather@plexzap.com	1	Adtumower International	Lomkilewex	water_heater	electric						78.7	192	5289
oweirather@plexzap.com	2	Lomdimin International Company	Klitinackantor	air_handler	electric	heater	900						7015
oweirather@plexzap.com	3	Groerexower WorldWide	Montinadar	air_handler	electric	heater	1180						5746
oweirather@plexzap.com	4	Surkilimentor  Company	Trurobexin	air_handler		heatpump	1410		18.6	48.7			5600
owesterbeck@lexiqvolax.com	1	Winbanower WorldWide Corp.	Partininex	air_handler		heatpump	1170		17.7	48.7			5306
owesterbeck@lexiqvolax.com	2	Surzapax		water_heater	gas						17.3	93	3743
owesterbeck@lexiqvolax.com	3	Mondudower WorldWide	Parvenepower	air_handler		air_conditioner	1610	1.4					5028
owesterbeck@lexiqvolax.com	4	Adniponan  Corp.	Dopsipinicator	air_handler		heatpump	650		17.3	42.2			5132
owesterbeck@lexiqvolax.com	5	Qwierover		air_handler	electric	heater	1460						4326
owesterbeck@lexiqvolax.com	6	Haphupin Holdings Corp.	Grokilicax	air_handler		air_conditioner	1600	1.6					4202
owrinkles@goodsilron.com	1	Barbanedgex Direct	Rapbanonar	air_handler		air_conditioner,heatpump	510	2.6	23.7	42.4			10750
ozurcher@plexzap.com	1	Adcadimin International		water_heater	electric						49.0	106	5539
ozurcher@plexzap.com	2	Ciptinicator Holdings	Winzapamentor	air_handler		air_conditioner	1840	1.7					5261
ozurcher@plexzap.com	3	Upglibistor WorldWide Company	Dopfropefan	air_handler		air_conditioner	2060	1.3					7239
ozurcher@plexzap.com	4	Upbanollar	Fronipinover	air_handler		air_conditioner	1190	4.8					5572
ozurcher@plexzap.com	5	Surwerantor International Company	Cipdimepantor	air_handler	electric	heater	680						5648
ozurcher@plexzap.com	6	Varkilantor International		air_handler		air_conditioner	1380	1.2					6183
ozurcher@plexzap.com	7	Endquestistor Direct	Varwerpador	air_handler		air_conditioner,heatpump	1570	7.0	29.6	43.8			9383
ozurcher@plexzap.com	8	Klitumplor Direct Inc	Varfropupazz	air_handler	electric	heater	330						5659
ozurcher@plexzap.com	9	Grojubax  Inc	Frojubover	air_handler		heatpump	2040		30.3	39.1			6337
paredondo@green-plus.com	1	Qwicadegazz Holdings Group	Qwizapadover	air_handler		air_conditioner	1170	11.9					6214
paredondo@green-plus.com	2	Dophupentor Direct Company	Tipglibepex	water_heater	gas						17.1	114	8184
paredondo@green-plus.com	3	Trupebeficator Direct Company	Frojubor	air_handler		air_conditioner	930	2.5					7780
paredondo@green-plus.com	4	Qwidudentor International	Rapfropicator	air_handler		air_conditioner	1350	1.5					8812
paredondo@green-plus.com	5	Klitinilantor WorldWide Inc		air_handler		heatpump,air_conditioner	1500	12.8	24.3	24.2			11019
paredondo@green-plus.com	6	Incadex		air_handler		air_conditioner	1340	1.6					7836
paredondo@green-plus.com	7	Inbanewor International Corp.	Zeenipicator	water_heater	fuel oil						13.7		5082
paredondo@green-plus.com	8	Trubanilex	Supdudanin	air_handler	gas	heater	430						7338
paredondo@green-plus.com	9	Ciptinicator Holdings	Upcadicentor	water_heater	electric						35.2	190	5452
pbaltimore@openlane.com	1	Surmunamex WorldWide	Emfropinor	air_handler	gas	heater	590						978
pbaltimore@openlane.com	2	Truvenopantor		air_handler	gas	heater,heatpump	1580		20.6	43.0			1942
pbaltimore@openlane.com	3	Unvenefor  Group	Resapadantor	air_handler		air_conditioner	1850	0.3					1049
pbarfield@dalttechnology.com	1	Winpickower	Suptumedgistor	air_handler	gas	heater	1890						5459
pbarfield@dalttechnology.com	2	Klidudackazz  Group		air_handler	electric	heater	2000						6325
pbarfield@dalttechnology.com	3	Grotinackover WorldWide	Adtanollax	air_handler		air_conditioner	790	10.1					5683
pbarfield@dalttechnology.com	4	Barerepin  Company	Trurobantor	air_handler		air_conditioner,heatpump	720	4.9	22.4	34.9			11970
pbenimadho@scotfind.com	1	Fropebollax WorldWide Group	Trutinollan	air_handler		air_conditioner	930	5.2					5491
pbenimadho@scotfind.com	2	Doperin	Inzapackicator	air_handler		air_conditioner	1770	1.8					9301
pbenimadho@scotfind.com	3	Varfropazz Direct Group	Lomerinantor	water_heater	electric						39.4	172	7213
pbenimadho@scotfind.com	4	Varrobegower  Company	Tippickollentor	water_heater	gas						43.1	106	7800
pberganza@condax.com	1	Frofropentor Holdings		air_handler		heatpump	1980		21.7	52.0			14288
pberray@newex.com	1	Rerobower WorldWide Inc	Haptumentor	air_handler	electric	heater	900						7349
pbirkner@sunnamplex.com	1	Rehupegazz	Upquestplentor	air_handler		air_conditioner	440	2.8					8156
pbirkner@sunnamplex.com	2	Unglibamex		air_handler		air_conditioner	770	3.0					7361
pbirkner@sunnamplex.com	3	Parquestor  Corp.	Qwidudadex	air_handler		air_conditioner	2090	3.3					7727
pbriddick@nam-zim.com	1	Dopvenonazz WorldWide	Qwijubazz	air_handler	gas	heater	1620						5606
pbriddick@nam-zim.com	2	Trueregentor Holdings Group	Surglibewistor	air_handler		air_conditioner	1320	3.7					5955
pbriddick@nam-zim.com	3	Qwizapepan WorldWide Corp.		water_heater	electric						107.1	168	7403
pbrossart@rundofase.com	1	Tupwerpin WorldWide	Dopnipicator	air_handler		air_conditioner	450	1.0					3590
pbrossart@rundofase.com	2	Montanar Holdings Company	Winkilopicator	air_handler		heatpump	1120		17.6	32.4			4037
pbrossart@rundofase.com	3	Dopglibefazz  Company	Unhuponan	air_handler		air_conditioner,heatpump	1450	2.8	23.2	36.9			6363
pchesterfield@konex.com	1	Barvenackax Direct Company	Haprobadin	air_handler		heatpump	1370		16.5	38.0			18258
pdewar@y-corporation.com	1	Lomdimin International Company	Tuprobaquantor	air_handler		heatpump	490		18.1	38.0			12904
pdickerson@faxquote.com	1	Barcadantor Direct		air_handler		heatpump	880		20.9	32.3			11700
pdopico@faxquote.com	1	Klisapackistor	Tipsipefazz	air_handler	electric	heater	1360						6832
pdopico@faxquote.com	2	Frofropentor Holdings	Hapmunan	air_handler		air_conditioner	1510	1.7					9983
pdopico@faxquote.com	3	Endmunicator	Barvenin	air_handler	electric	heater	1350						8016
pduenas@nam-zim.com	1	Winhupex Holdings Company		water_heater	fuel oil						49.7	119	6783
peschberger@xx-zobam.com	1	Haprobedgazz	Parrobadicator	air_handler	electric	heater,heatpump	420		20.0	39.6			2324
peschberger@xx-zobam.com	2	Truerefar International	Fronipewicator	air_handler		air_conditioner	490	0.7					1925
peschberger@xx-zobam.com	3	Raprobower International	Dophupexower	air_handler		heatpump	840		23.4	37.7			1728
pfunnell@donware.com	1	Mondimaquan Direct	Raperollin	air_handler		heatpump	1350		15.0	59.3			7452
pfunnell@donware.com	2	Unglibicator  Corp.	Indimar	air_handler		heatpump	1280		31.4	45.9			8177
pfunnell@donware.com	3	Cipvenupicator  Corp.	Supquestadicator	air_handler	electric	air_conditioner,heater	570	3.7					11864
pfunnell@donware.com	4	Grotumentor International	Surdimewar	water_heater	electric						21.6	200	6755
pgehrett@hottechi.com	1	Surzapar WorldWide	Remunicar	water_heater	gas						15.8		6273
pgehrett@hottechi.com	2	Hapvenantor International Company	Raptumentor	air_handler		air_conditioner	470	2.4					5386
pgehrett@hottechi.com	3	Advenex  Inc	Tipnipilistor	water_heater	electric						21.8		6677
pgellinger@plexzap.com	1	Montanar Holdings Company		air_handler		air_conditioner	500	1.7					4247
pgellinger@plexzap.com	2	Unmunexover Holdings		water_heater	electric						18.8		3684
pgellinger@plexzap.com	3	Qwidimower International	Thrutumentor	air_handler		heatpump	1560		21.8	37.4			4090
pgobern@zoomit.com	1	Dopzapentor  Company	Klicadazz	water_heater	gas						83.1		8974
pgreenbush@labdrill.com	1	Survenilex WorldWide	Supbanin	air_handler	electric	heater,heatpump	1560		23.3	37.0			7327
pgwalthney@bioholding.com	1	Unsipedgex WorldWide Corp.	Uperover	air_handler	thermosolar	air_conditioner,heater	910	3.9					5053
pgwalthney@bioholding.com	2	Surquestilistor  Corp.	Adtanover	air_handler	gas	air_conditioner,heater	1910	2.0					6044
pgwalthney@bioholding.com	3	Growerpicator Holdings	Emtanedgar	air_handler	thermosolar	heater	1600						4357
pgwalthney@bioholding.com	4	Mondimaquan Direct	Rejubefistor	air_handler	electric	heater	410						4356
pgwalthney@bioholding.com	5	Klisipadower  Corp.	Klinipicator	air_handler		air_conditioner,heatpump	1730	1.8	20.2	31.2			6129
pgwalthney@bioholding.com	6	Uptinover		air_handler	electric	heater	440						4013
pgwalthney@bioholding.com	7	Hapzapedan Holdings Corp.		air_handler		heatpump	1610		28.2	46.6			2403
phughey@labdrill.com	1	Dopsipegentor Direct		water_heater	gas						63.5		22111
phusser@donware.com	1	Monjubistor International Company	Lomtumower	air_handler		heatpump	1070		20.7	43.9			7779
phusser@donware.com	2	Dopnipedower International	Cipjubar	water_heater	electric						28.2	231	9604
phusser@donware.com	3	Haphupentor  Company	Winhupollex	air_handler	thermosolar	heater	1250						9120
phusser@donware.com	4	Unquestor Direct Inc	Raprobex	air_handler		air_conditioner,heatpump	920	6.3	22.7	32.4			13750
pkippley@conecom.com	1	Suptanan  Corp.	Lomeredicator	air_handler		air_conditioner	1290	4.0					9946
pkippley@conecom.com	2	Kliwerpor International Company	Winsapin	air_handler	electric	heater	690						7704
pkippley@conecom.com	3	Unglibamex	Windimonentor	water_heater	heat pump						71.5	96	7479
pknipp@golddex.com	1	Qwivenover Holdings Corp.	Lompickopazz	air_handler	electric	heater	1500						7641
pknipp@golddex.com	2	Trueregentor Holdings Group	Barnipefan	air_handler		air_conditioner	1310	1.8					6001
pknipp@golddex.com	3	Supkilonex	Barvenopower	water_heater	fuel oil						84.2	108	6992
pknipp@golddex.com	4	Vartanicator  Group	Barsipower	air_handler	thermosolar	heater	1590						4605
pknipp@golddex.com	5	Varkilepover Direct	Adcadopar	air_handler		air_conditioner	1280	3.3					7673
pknipp@golddex.com	6	Lomrobopower WorldWide		air_handler		air_conditioner	820	2.1					8211
pknipp@golddex.com	7	Endpebazz Direct Group	Trurobadex	water_heater	electric						94.5		8130
place@donquadtech.com	1	Rapweror	Insipadower	air_handler		heatpump	770		21.4	44.8			9019
place@donquadtech.com	2	Adsipistor Direct	Redudex	air_handler		heatpump	370		20.7	38.0			8248
place@donquadtech.com	3	Klitumaman  Group	Gromunicator	water_heater	electric						12.4		6580
place@donquadtech.com	4	Requestonan Direct Corp.	Doptumor	air_handler		heatpump	680		24.3	36.6			8078
platzke@statholdings.com	1	Thrucadedor Direct	Zeefropaquex	air_handler		air_conditioner	1100	3.0					6994
platzke@statholdings.com	2	Hapcadax Holdings Inc	Adpickexazz	air_handler		air_conditioner,heatpump	350	8.4	17.7	41.7			12406
platzke@statholdings.com	3	Doptaninin Holdings Inc	Endtanplin	air_handler		heatpump	1390		19.3	37.6			7579
plawler@nam-zim.com	1	Thrurobicar WorldWide		air_handler	electric	heater,heatpump	1110		21.4	24.7			11685
plawler@nam-zim.com	2	Tupvenonax	Insapentor	air_handler		air_conditioner	1400	1.6					4807
plawler@nam-zim.com	3	Upkilin  Corp.	Varmunopan	air_handler		heatpump	590		22.6	35.6			7251
playous@j-texon.com	1	Monpickar International Corp.	Parpickentor	air_handler		air_conditioner	1290	1.5					5807
playous@j-texon.com	2	Truzapentor Holdings	Winpebopan	water_heater	electric						14.5	121	5810
playous@j-texon.com	3	Endsipepazz Direct		air_handler		heatpump	1440		24.6	33.2			6620
playous@j-texon.com	4	Monglibantor WorldWide Group	Monrobplin	air_handler	electric	heater	770						6273
playous@j-texon.com	5	Dopmunazz	Undimicar	air_handler		heatpump	1910		27.9	43.4			6781
playous@j-texon.com	6	Dopdimaquor Holdings Company	Thrutinadantor	air_handler	gas	heater	1850						5883
pluczki@donware.com	1	Raphupan  Corp.		air_handler		air_conditioner	1190	1.2					6171
pluczki@donware.com	2	Unhupicazz International Inc	Haphupollentor	water_heater	electric						33.0	110	5932
pluczki@donware.com	3	Supnipegistor Direct	Thrumunaquin	air_handler		heatpump	1450		21.8	46.2			6731
pluczki@donware.com	4	Remunegan Holdings	Thrucadex	air_handler		air_conditioner	1680	4.9					6489
pmarrier@zotware.com	1	Rapdimonazz Direct Inc	Fronipimentor	air_handler		air_conditioner	1620	1.3					3996
pmarrier@zotware.com	2	Varwerpanover	Truhupplin	air_handler	electric	heater	1780						3780
pmarrier@zotware.com	3	Uptumin International Inc	Intanar	air_handler	electric	air_conditioner,heater,heatpump	1980	1.8	23.1	28.8			7201
pmcrae@ganjaflex.com	1	Upjubistor  Group	Barpickimicator	air_handler		heatpump	1660		25.4	62.1			6225
pmcrae@ganjaflex.com	2	Frotinaquar Direct Group	Supdudollex	air_handler		air_conditioner,heatpump	600	3.0	22.9	26.2			13919
pmcrae@ganjaflex.com	3	Truzapicar Direct Corp.	Redudewin	water_heater	gas						19.6		8989
pmcrae@ganjaflex.com	4	Parjuban Holdings		air_handler		air_conditioner	820	2.4					8113
pmeisel@domzoom.com	1	Uptumistor WorldWide		water_heater	electric						16.9	130	5656
pmiro@warephase.com	1	Suptumepor Holdings		air_handler		air_conditioner,heatpump	1510	1.3	25.4	33.2			5302
pmiro@warephase.com	2	Adtumegax	Monnipewar	air_handler	electric	air_conditioner,heater,heatpump	700	1.4	26.1	30.8			6335
pmiro@warephase.com	3	Cipsapentor International		air_handler		heatpump,air_conditioner	1590	3.2	22.9	35.1			4324
pmotley@kan-code.com	1	Ciperepazz Direct Inc		air_handler	thermosolar	heater	2030						8145
pmotley@kan-code.com	2	Endmunistor WorldWide	Klibanegicator	water_heater	electric						12.3	141	6483
pmotley@kan-code.com	3	Surpickazz Holdings Corp.	Truwerefan	air_handler	electric	heater	810						8879
pmotley@kan-code.com	4	Surwerazz International	Hapcadackax	air_handler		air_conditioner	370	2.1					7525
pnachor@golddex.com	1	Upweror WorldWide Corp.	Grosipupicator	air_handler	electric	heater	990						6446
pnachor@golddex.com	2	Dopsipedgax	Unglibefax	air_handler	electric	heater,heatpump	1780		26.2	33.4			10376
pnachor@golddex.com	3	Tiperefex	Tipsapin	air_handler		air_conditioner	1400	3.1					4535
pnachor@golddex.com	4	Tipsapower Direct Inc	Haptanopentor	air_handler		air_conditioner	1740	2.0					5267
pnachor@golddex.com	5	Parsapomman	Trucadilentor	air_handler		heatpump	1690		22.4	35.9			5509
pnachor@golddex.com	6	Parquestin International	Inpebazz	water_heater	gas						90.8	145	6559
pnestle@zotware.com	1	Kliwerimazz Holdings Group		air_handler		air_conditioner	1120	7.0					6048
pnestle@zotware.com	2	Dopnipan WorldWide Company		air_handler		heatpump	1080		20.2	52.3			6077
pnestle@zotware.com	3	Tuppickor	Supglibin	air_handler		air_conditioner	1610	5.2					5825
pnunlee@iselectrics.com	1	Surcadinin International	Unquestilor	air_handler		heatpump	940		21.4	24.1			14276
poles@bioplex.com	1	Barsapover Direct	Surbanor	air_handler	thermosolar	heater,heatpump	360		27.8	40.8			3468
ponofrio@newex.com	1	Monquestazz	Zeerobicax	air_handler		heatpump	1060		22.9	21.0			9681
ponofrio@newex.com	2	Retumicower	Rejubicover	air_handler		air_conditioner	430	6.9					7904
ponofrio@newex.com	3	Raphupentor Direct	Trutananazz	water_heater	gas						30.3	113	6648
postrosky@openlane.com	1	Unpickazz WorldWide		air_handler		air_conditioner	690	2.5					4260
postrosky@openlane.com	2	Cipnipollistor	Trusapommex	air_handler	electric	heater	690						3363
postrosky@openlane.com	3	Surzapommor Direct		air_handler	electric	heater	660						3615
postrosky@openlane.com	4	Repebilover	Upnipplantor	air_handler		air_conditioner	820	1.6					4003
postrosky@openlane.com	5	Parmunexower		air_handler		air_conditioner	2020	4.0					5160
postrosky@openlane.com	6	Endpickimicator		air_handler		air_conditioner	1740	7.8					3886
postrosky@openlane.com	7	Lomtanar International	Hapjuban	air_handler		air_conditioner	740	1.9					4615
postrosky@openlane.com	8	Monwerpistor Direct Company	Inkilopor	air_handler		air_conditioner,heatpump	620	2.1	19.1	45.3			5406
postrosky@openlane.com	9	Tupvenonax	Hapbanollentor	air_handler		heatpump	730		17.8	43.4			4548
postrosky@openlane.com	10	Winhupex Holdings Company	Surdimicar	air_handler	gas	air_conditioner,heater,heatpump	970	2.7	15.2	62.4			7004
postrosky@openlane.com	11	Trudiminower	Barmunewex	air_handler		air_conditioner	1470	0.9					3476
postrosky@openlane.com	12	Varwerinazz	Qwicadefentor	air_handler		air_conditioner	1320	1.1					5211
ppadilla@goodsilron.com	1	Endjubor Holdings Corp.	Hapvenegower	air_handler		air_conditioner	2070	1.4					5930
ppadilla@goodsilron.com	2	Suppickor	Thruweramantor	air_handler		heatpump	1990		23.9	35.1			6517
ppadilla@goodsilron.com	3	Thruquestegazz  Company	Inerommover	air_handler		air_conditioner,heatpump	2000	7.9	18.2	48.6			10964
ppalaspas@toughzap.com	1	Happickicator Direct	Thrunipedgazz	water_heater	electric						15.2	99	17087
ppinilla@golddex.com	1	Grofropistor Direct Company	Surerommazz	water_heater	heat pump						77.9	182	7356
ppinilla@golddex.com	2	Adwerpaquover Holdings	Trurobower	air_handler		air_conditioner	1360	1.9					8892
ppinilla@golddex.com	3	Rapnipegex International	Dophupex	air_handler		air_conditioner	1080	1.5					6943
ppontoriero@conecom.com	1	Suppickantor Holdings	Cipjubplentor	air_handler		heatpump	850		22.4	44.6			13676
ppoullion@funholding.com	1	Unmunimax  Group	Tipdimexazz	air_handler	gas	heater	1440						13657
ppoullion@treequote.com	1	Qwidimilicator	Tipcadewax	water_heater	electric						34.1	115	6752
ppoullion@treequote.com	2	Inglibentor WorldWide		water_heater	gas						19.2	119	5605
ppoullion@treequote.com	3	Cipfropex International	Frosipazz	air_handler	thermosolar	heater,heatpump	900		30.2	56.3			10634
prauser@toughzap.com	1	Wintumower	Cipbanilentor	water_heater	electric						17.4	201	8441
prauser@toughzap.com	2	Tipweranor	Embanazz	air_handler		air_conditioner	780	3.8					9631
prauser@toughzap.com	3	Thrupebinan Holdings	Tuphupollax	water_heater	heat pump						53.4	113	10108
preiber@sonron.com	1	Admunaquax Holdings	Trupebedover	air_handler		heatpump	850		24.5	53.9			5021
preiber@sonron.com	2	Qwizapaquan  Inc	Monbaninicator	air_handler	gas	heater	1130						6009
preiber@sonron.com	3	Parfropazz Direct	Advenepan	air_handler		heatpump	1350		23.4	50.4			6649
preiber@sonron.com	4	Hapmunentor Holdings	Adhupplazz	air_handler	gas	air_conditioner,heater	2080	3.1					7952
preiber@sonron.com	5	Winnipazz International Group		water_heater	electric						12.2	199	6275
preiber@sonron.com	6	Klizapin	Barpickollar	water_heater	gas						51.9		5638
priden@betatech.com	1	Renipin	Winwerpefistor	air_handler	gas	heater,heatpump	1310		23.2	59.5			12620
priden@betatech.com	2	Parfropicator International	Indudax	air_handler		air_conditioner	790	3.5					8205
priden@betatech.com	3	Bartanollover WorldWide		air_handler	electric	heater	1290						8011
priopelle@konex.com	1	Rapvenex Direct Corp.		air_handler		air_conditioner,heatpump	900	11.5	22.2	48.4			7652
priopelle@konex.com	2	Sursipicator  Group	Barquestedgistor	air_handler		air_conditioner	410	1.7					6953
priopelle@konex.com	3	Adniponan  Corp.		air_handler		heatpump	1740		21.8	46.9			6066
priopelle@konex.com	4	Qwibanonin Direct	Zeetinepower	water_heater	gas						11.9	113	6715
psahagun@rantouch.com	1	Upjubistor  Group	Superower	air_handler		heatpump	570		13.7	27.5			3706
psahagun@rantouch.com	2	Rapglibonazz	Lomrobentor	air_handler	gas	air_conditioner,heater	530	5.1					7436
psahagun@rantouch.com	3	Tipsapentor Holdings Corp.	Varwerexistor	water_heater	electric						67.9	179	5213
psaras@yearin.com	1	Dopvenonazz WorldWide		air_handler		air_conditioner	1450	5.9					5167
psaras@yearin.com	2	Rapsipin Direct Inc	Insapegentor	air_handler		heatpump	1270		24.5	54.1			5080
psaras@yearin.com	3	Varpebewicator Direct		water_heater	electric						64.3	170	5875
psaras@yearin.com	4	Parpebewax International		air_handler	gas	heater	1140						5770
psaulter@kan-code.com	1	Upwerpanex Direct Inc	Hapglibamantor	air_handler	electric	heater	1080						11468
psaylors@nam-zim.com	1	Lomjubedgistor  Inc	Dopfropex	air_handler	electric	heater,air_conditioner	1050	9.2					12023
pscriven@faxquote.com	1	Trutumefentor International	Updudexazz	air_handler		heatpump	460		18.9	38.7			14184
pscriven@kan-code.com	1	Unroban Holdings Company	Frotumicower	air_handler	electric	heater,heatpump	780		16.0	42.6			2213
pscriven@kan-code.com	2	Refropefex WorldWide Group	Barquestistor	air_handler		air_conditioner	1780	0.3					1225
pscriven@kan-code.com	3	Varwerinazz	Ciprobefentor	air_handler	gas	heater	780						1403
pskursky@singletechno.com	1	Tupkilexower Direct	Varglibopan	air_handler		heatpump	340		14.0	22.5			7173
pskursky@singletechno.com	2	Groquestackax Holdings Group		air_handler	electric	air_conditioner,heater	650	8.0					7533
pskursky@singletechno.com	3	Endbanar WorldWide	Tupsapax	air_handler		air_conditioner	1640	8.5					5867
pstockham@mathtouch.com	1	Surquestilistor  Corp.		air_handler	gas	heater	1020						13080
ptagala@fasehatice.com	1	Rapsipefar Direct Company	Doptanplor	air_handler		heatpump	810		22.2	50.2			10881
ptagala@fasehatice.com	2	Dopsipentor Direct Corp.	Tipfropopex	water_heater	electric						50.3	96	8032
ptagala@fasehatice.com	3	Endmunicator		air_handler		heatpump	1820		15.5	37.4			8779
ptawil@plusstrip.com	1	Barpickinicator		water_heater	gas						67.2	130	2840
ptawil@plusstrip.com	2	Emwericator WorldWide Company	Hapwerpplantor	water_heater	gas						18.3		5081
ptawil@plusstrip.com	3	Rekilantor  Group	Innipadex	water_heater	fuel oil						36.0	108	3502
ptomasulo@j-texon.com	1	Vartanicator  Group	Surrobazz	air_handler	gas	heater	940						4899
ptomasulo@j-texon.com	2	Supsipplower	Tuprobefex	air_handler	electric	air_conditioner,heater	620	4.2					7834
ptomasulo@j-texon.com	3	Adbanonover	Qwidudadex	air_handler		heatpump	1690		29.6	36.6			4423
pventura@opentech.com	1	Windudantor International Inc	Parsipamazz	air_handler		heatpump	1970		20.5	34.6			17274
pwaycott@zathunicon.com	1	Requestonan Direct Corp.	Winwerpupover	air_handler		air_conditioner	1950	3.0					8458
pwenner@inity.com	1	Parbanewicator Holdings	Rapwerpepover	air_handler		air_conditioner	1960	0.3					1642
pzepp@sumace.com	1	Endmunewicator  Group		air_handler		air_conditioner	600	8.3					5903
pzepp@sumace.com	2	Intanimax International Company	Zeepickamentor	air_handler	electric	heater,heatpump	1980		22.7	41.2			7733
pzepp@sumace.com	3	Qwiweran	Endfropax	air_handler	electric	air_conditioner,heater	830	2.9					6253
pzurcher@faxquote.com	1	Raperin Holdings Company	Happickaquazz	water_heater	electric						51.8		3470
pzurcher@faxquote.com	2	Cipwerpower WorldWide Company	Vardudplantor	air_handler	electric	heater	1270						3402
pzurcher@faxquote.com	3	Endsipazz  Corp.	Varnipinentor	air_handler	gas	air_conditioner,heater	1880	2.4					4945
qbayless@finjob.com	1	Upsapedgantor Direct		water_heater	gas						80.6	98	15957
qbuzick@plussunin.com	1	Lomdudicator International		water_heater	electric						16.1	185	17062
qdarakjy@zoomit.com	1	Parrobollazz	Winjubplistor	air_handler	electric	heater	490						3987
qdarakjy@zoomit.com	2	Thruwerpicax International Group	Parjubentor	air_handler	electric	heater,heatpump	330		23.7	37.2			7761
qdarakjy@zoomit.com	3	Klizapin	Inerex	air_handler	gas	heater	1870						3565
qdarakjy@zoomit.com	4	Fromunar WorldWide Group	Supfropin	air_handler		heatpump	1910		18.2	60.7			4767
qdarakjy@zoomit.com	5	Klitumaman  Group	Monquestin	water_heater	gas						27.9	194	4611
